record_id,index,model,condition,seed,temperature,parse_success,candidate_count,valid_candidate_count,any_candidate,any_valid_candidate,all_candidates_valid,elapsed_seconds,gold_count_raw,gold_count_canonical,ambiguity_group,gold_family,raw_mrr,raw_hit@1,raw_recall@1,raw_precision@1,raw_f1@1,raw_hit@3,raw_recall@3,raw_precision@3,raw_f1@3,raw_hit@5,raw_recall@5,raw_precision@5,raw_f1@5,valid_mrr,valid_hit@1,valid_recall@1,valid_precision@1,valid_f1@1,valid_hit@3,valid_recall@3,valid_precision@3,valid_f1@3,valid_hit@5,valid_recall@5,valid_precision@5,valid_f1@5,top1_mark,top1_channels,top1_fields,top1_operations,top1_filters,top1_macro,best5_mark,best5_channels,best5_fields,best5_operations,best5_filters,best5_macro,graded_ndcg@5
nvbench2:test:7,7,gemma3:27b,direct,55,0.0,1.0,5,5,1.0,1.0,1.0,32.28836170001887,5,5,multi_gold,bar,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.2,0.3333333333333333,0.25,1.0,0.2,0.2,0.20000000000000004,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.2,0.3333333333333333,0.25,1.0,0.2,0.2,0.20000000000000004,1.0,1.0,1.0,0.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.7072044253009147
nvbench2:test:11,11,gemma3:27b,direct,55,0.0,1.0,4,4,1.0,1.0,1.0,11.940731200040318,5,5,multi_gold,point,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,1.0,0.5599999999999999,1.0,0.8,0.0,0.0,1.0,0.5599999999999999,0.32009095738665316
nvbench2:test:18,18,gemma3:27b,direct,55,0.0,1.0,3,3,1.0,1.0,1.0,6.538282499997877,4,4,multi_gold,rect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.4666666666666667,1.0,1.0,0.3333333333333333,0.0,0.0,0.4666666666666667,0.2289980561376153
nvbench2:test:20,20,gemma3:27b,direct,55,0.0,1.0,1,0,1.0,0.0,0.0,9.000054699950852,2,2,multi_gold,arc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4,1.0,0.0,0.0,0.0,1.0,0.4,0.19590537855675663
nvbench2:test:25,25,gemma3:27b,direct,55,0.0,1.0,5,0,1.0,0.0,0.0,7.910489699919708,2,2,multi_gold,boxplot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.8666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.8666666666666666,1.3456965655580468
nvbench2:test:26,26,gemma3:27b,direct,55,0.0,1.0,5,1,1.0,1.0,0.0,14.758785800077021,4,4,multi_gold,boxplot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.5,1.0,1.0,0.5,0.0,0.0,0.5,0.2700628537408632
nvbench2:test:31,31,gemma3:27b,direct,55,0.0,1.0,5,2,1.0,1.0,0.0,19.633139500045218,2,2,multi_gold,rect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.0,1.0,0.6666666666666667,1.0,1.0,0.6666666666666666,0.0,1.0,0.7333333333333333,1.110794503757047
nvbench2:test:35,35,gemma3:27b,direct,55,0.0,1.0,4,4,1.0,1.0,1.0,11.068528600037098,4,4,multi_gold,bar+line,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.4,1.0,1.0,0.8400000000000001,1.0,0.8,0.4,1.0,1.0,0.8400000000000001,0.7606810785615927
nvbench2:test:37,37,gemma3:27b,direct,55,0.0,1.0,4,4,1.0,1.0,1.0,11.32387370010838,2,2,multi_gold,arc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.6,1.0,1.0,1.0,0.0,0.0,0.6,0.47644984441714305
nvbench2:test:39,39,gemma3:27b,direct,55,0.0,1.0,3,1,1.0,1.0,0.0,23.949428399908356,2,2,multi_gold,bar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.0,1.0,0.7333333333333333,1.0,1.0,0.6666666666666666,0.0,1.0,0.7333333333333333,0.7933553532975887
nvbench2:test:62,62,gemma3:27b,direct,55,0.0,1.0,3,0,1.0,0.0,0.0,7.543357199989259,3,3,multi_gold,arc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,1.0,1.0,0.7333333333333333,1.0,0.6666666666666666,0.0,1.0,1.0,0.7333333333333333,0.3898031762270379
nvbench2:test:70,70,gemma3:27b,direct,55,0.0,1.0,4,2,1.0,1.0,0.0,10.269315500045195,2,2,multi_gold,bar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.4,1.0,1.0,0.8400000000000001,1.0,0.8,0.4,1.0,1.0,0.8400000000000001,1.0213389157797708
nvbench2:test:79,79,gemma3:27b,direct,55,0.0,1.0,5,5,1.0,1.0,1.0,9.2391956000356,3,3,multi_gold,boxplot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.8,1.0,1.0,0.0,1.0,1.0,0.8,0.9845072187018804
nvbench2:test:90,90,gemma3:27b,direct,55,0.0,1.0,1,0,1.0,0.0,0.0,8.334300599992275,3,3,multi_gold,arc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,1.0,0.5333333333333333,1.0,0.6666666666666666,0.0,0.0,1.0,0.5333333333333333,0.20989393793519043
nvbench2:test:97,97,gemma3:27b,direct,55,0.0,1.0,4,2,1.0,1.0,0.0,11.164652300067246,5,5,multi_gold,line,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.8666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.8666666666666666,0.5691202524775514
nvbench2:test:99,99,gemma3:27b,direct,55,0.0,1.0,1,0,1.0,0.0,0.0,1.94441320002079,2,2,multi_gold,boxplot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,1.0,1.0,0.7333333333333333,1.0,0.6666666666666666,0.0,1.0,1.0,0.7333333333333333,0.40619517231497354
nvbench2:test:102,102,gemma3:27b,direct,55,0.0,1.0,3,0,1.0,0.0,0.0,5.118324399925768,3,3,multi_gold,boxplot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.8666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.8666666666666666,0.5891145000158539
nvbench2:test:105,105,gemma3:27b,direct,55,0.0,1.0,3,2,1.0,1.0,0.0,6.88316210010089,3,3,multi_gold,arc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.6666666666666666,0.0,0.6333333333333333,1.0,1.0,0.5,0.6666666666666666,0.0,0.6333333333333333,0.2586405116874505
nvbench2:test:111,111,gemma3:27b,direct,55,0.0,1.0,1,0,1.0,0.0,0.0,11.721786000067368,3,3,multi_gold,rect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.5,1.0,0.5,0.0,1.0,0.0,0.5,0.19438161285179364
nvbench2:test:112,112,gemma3:27b,direct,55,0.0,1.0,4,0,1.0,0.0,0.0,10.844132600002922,2,2,multi_gold,arc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.8333333333333334,1.0,1.0,0.5,0.6666666666666666,1.0,0.8333333333333334,0.866650921182015
